food_code,name,category,kcal_per_100g,carbs_g_per_100g,protein_g_per_100g,fat_g_per_100g,fiber_g_per_100g,default_qty_grams,default_unit,primary_source
ASC370,Paneer potato cutlet (Paneer aloo cutlet),Prepared Meal,672.9443359375,5.228550434112549,2.4702839851379395,71.40327453613281,0.41150763630867004,343,cutlet,asc_manual
ASC371,Spinach chickpeas cutlet (Palak channa dal cutlet),Prepared Meal,688.0281372070312,4.932109355926514,1.440955400466919,73.59933471679688,0.929531455039978,328,cutlet,asc_manual
ASC372,Cheese toast,Prepared Meal,785.366943359375,5.485180854797363,1.9840171337127686,84.1091079711914,0.31429311633110046,145,toast,asc_manual
ASC375,Vegetable burger,Prepared Meal,519.9310913085938,13.688063621520996,3.2628092765808105,50.631317138671875,1.6975740194320679,500,burger,asc_manual
ASC376,Cheese pizza,Prepared Meal,249.49737548828125,30.62497901916504,5.79115629196167,12.434843063354492,1.9455914497375488,131,piece,asc_manual
ASC377,Vegetable seekh kebab,Prepared Meal,690.7252197265625,5.323051452636719,1.5730364322662354,73.72038269042969,0.586333155632019,165,kabab,asc_manual
ASC378,Masala vada,Prepared Meal,826.0245971679688,4.062221527099609,1.6862210035324097,89.15479278564453,1.0662378072738647,270,vada,asc_manual
ASC379,Peanut sago vada (Sabudana mungfali vada),Prepared Meal,749.8857421875,7.1394147872924805,1.0144987106323242,79.82255554199219,0.6226351261138916,306,vada,asc_manual
ASC380,Vegeterian scotch egg,Prepared Meal,681.66552734375,4.642024040222168,2.1630215644836426,72.77320861816406,0.577197253704071,334,piece,asc_manual
ASC381,Paneer shaslik/tikka,Prepared Meal,93.84956359863281,7.980454921722412,5.11279821395874,4.492904186248779,1.2325572967529297,439,plate,asc_manual
ASC382,Peanut brittle (Moongfali ki chikki),Prepared Meal,320.46295166015625,47.46446990966797,6.942639350891113,11.130456924438477,2.6345179080963135,30,piece,asc_manual
ASC383,Spring roll,Prepared Meal,623.8739624023438,8.558433532714844,1.8053548336029053,64.63278198242188,0.6684460043907166,94,spring roll,asc_manual
ASC384,Dry mango chutney (Sookhe aam ki chutney),Prepared Meal,298.1324462890625,69.17044830322266,2.434478282928467,0.6982401013374329,3.740860939025879,30,tablespoon,asc_manual
ASC385,Peanut chutney (Mungfali ki chutney),Prepared Meal,258.36676025390625,9.865445137023926,11.795147895812988,19.064098358154297,5.725602149963379,30,tablespoon,asc_manual
ASC386,Coconut chutney (Nariyal ki chutney),Prepared Meal,265.9245910644531,8.291091918945312,3.5900650024414062,24.999113082885742,6.734472751617432,30,tablespoon,asc_manual
ASC387,Mint and coriander chutney (Pudinay aur dhaniye ki chutney),Prepared Meal,102.5953140258789,21.182279586791992,2.8133883476257324,0.5068815350532532,4.333420753479004,30,tablespoon,asc_manual
ASC395,Custard tart,Prepared Meal,225.59930419921875,28.65911102294922,3.7231037616729736,10.725021362304688,0.9122929573059082,72,tart,asc_manual
ASC396,Lemon tart,Prepared Meal,303.35260009765625,30.683582305908203,6.117336273193359,17.448450088500977,0.8091848492622375,54,tart,asc_manual
ASC397,Jam tart,Prepared Meal,360.7218017578125,46.17616653442383,4.4186530113220215,17.351295471191406,1.1440414190292358,36,tart,asc_manual
ASC398,Orange cream tart,Prepared Meal,197.15927124023438,27.434804916381836,2.577662467956543,8.721904754638672,0.6405194997787476,72,tart,asc_manual
ASC399,Pineapple tart,Prepared Meal,195.404296875,28.618947982788086,2.287935256958008,8.214736938476562,0.8725506067276001,77,tart,asc_manual
ASC400,Cheese and mushroom tart,Prepared Meal,246.09642028808594,21.42671012878418,5.5084943771362305,15.28492546081543,1.1772490739822388,67,tart,asc_manual
ASC401,Cottage cheese pie,Prepared Meal,238.97972106933594,20.660694122314453,7.4481587409973145,13.827022552490234,2.2058374881744385,340,pie,asc_manual
ASC402,Minced meat pie,Prepared Meal,221.5529022216797,18.114713668823242,7.378210067749023,13.039274215698242,2.325727701187134,354,pie,asc_manual
ASC403,Apple cinnamon pie,Prepared Meal,258.734375,33.6783332824707,3.3514466285705566,12.205469131469727,1.7679604291915894,177,slice,asc_manual
ASC404,Lemon meringue pie,Prepared Meal,224.42613220214844,35.106929779052734,3.8764939308166504,8.156573295593262,0.4398406445980072,157,slice,asc_manual
ASC405,Chocolate meringue pie,Prepared Meal,214.75732421875,28.8005428314209,4.979538440704346,9.174382209777832,0.3744911849498749,184,slice,asc_manual
ASC407,Cream puffs,Prepared Meal,221.32684326171875,16.004837036132812,4.699136257171631,15.48151969909668,0.3813471496105194,72,puff,asc_manual
ASC408,Chocolate eclairs,Prepared Meal,239.41542053222656,26.21979331970215,4.237518310546875,13.49689769744873,0.3261447548866272,169,éclair,asc_manual
ASC409,Cheese balls,Prepared Meal,681.2822875976562,4.809665203094482,2.2110037803649902,72.56733703613281,0.1789080649614334,59,piece,asc_manual
ASC411,Minced meat patties,Prepared Meal,265.7190246582031,15.254345893859863,6.877348899841309,19.571426391601562,0.7674968242645264,130,patty,asc_manual
ASC412,Cheese patties,Prepared Meal,324.00909423828125,22.23377227783203,7.381089687347412,22.668561935424805,1.2432469129562378,104,patty,asc_manual
ASC413,Hot cheese souffle,Prepared Meal,177.0967254638672,5.405745506286621,9.182578086853027,13.230278015136719,0.12094355374574661,297,bowl,asc_manual
ASC414,Hot potato souffle,Prepared Meal,125.63875579833984,8.564294815063477,5.507102966308594,7.644676208496094,0.6573687791824341,367,bowl,asc_manual
ASC415,Hot fish souffle,Prepared Meal,142.92105102539062,3.6923108100891113,11.226530075073242,9.24467658996582,0.09785957634449005,367,bowl,asc_manual
ASC416,Hot spinach souffle,Prepared Meal,104.24739074707031,4.18816614151001,5.433976173400879,7.239029407501221,0.9902709126472473,397,bowl,asc_manual
ASC417,Plain cream cake,Prepared Meal,353.9397277832031,47.18427276611328,6.181830883026123,16.166807174682617,0.7126760482788086,53,piece,asc_manual
ASC418,Apple cake (Seb ka cake),Prepared Meal,290.0763854980469,39.48321533203125,4.93772029876709,12.867996215820312,1.2172977924346924,68,piece,asc_manual
ASC419,Marble cake,Prepared Meal,354.1051330566406,46.87871551513672,6.299614906311035,16.265562057495117,0.7081049680709839,54,piece,asc_manual
ASC420,Chocolate cake,Prepared Meal,335.6086730957031,45.13715362548828,6.006793975830078,15.18386459350586,0.6445859670639038,59,piece,asc_manual
ASC421,Orange cake,Prepared Meal,357.60858154296875,48.276588439941406,6.099879741668701,16.214645385742188,0.8307322859764099,52,piece,asc_manual
ASC422,Fruit Loaf,Prepared Meal,324.1949462890625,46.49192428588867,5.364250659942627,13.314026832580566,0.8716331124305725,56,slice,asc_manual
ASC423,Banana cake (Kele ka cake),Prepared Meal,389.51446533203125,39.99608612060547,5.772431373596191,23.314231872558594,1.1447219848632812,66,slice,asc_manual
ASC424,Chocolate chiffon cake,Prepared Meal,311.70928955078125,37.86885452270508,5.764435768127441,15.799030303955078,0.7048476934432983,73,slice,asc_manual
ASC425,Christmas cake,Prepared Meal,372.9477233886719,48.294639587402344,5.4928059577941895,16.883831024169922,1.487906813621521,104,slice,asc_manual
ASC426,Strawberry and vanilla cake with butter icing,Prepared Meal,370.5380859375,44.25393295288086,3.890472173690796,20.38861083984375,0.7919885516166687,117,slice,asc_manual
ASC427,Eggless cake,Prepared Meal,318.0814208984375,46.14249038696289,8.119446754455566,11.750404357910156,0.6790363788604736,61,slice,asc_manual
ASC429,Swiss roll,Prepared Meal,251.87351989746094,48.33952713012695,7.296679496765137,3.767035484313965,0.5454545617103577,63,swiss roll,asc_manual
ASC430,Pineapple pastry,Prepared Meal,208.20849609375,29.03999900817871,6.058520317077637,7.874136924743652,0.7205479145050049,91,pastry,asc_manual
ASC431,Black forest pastry,Prepared Meal,233.5455780029297,34.47667694091797,6.087828159332275,8.463431358337402,0.5404825806617737,93,pastry,asc_manual
ASC432,Coconut finger,Prepared Meal,274.8556823730469,42.557167053222656,7.090244770050049,8.86209774017334,1.8706294298171997,72,finger,asc_manual
ASC433,Pineapple cake,Prepared Meal,195.57154846191406,23.50896644592285,5.013372421264648,9.343976974487305,0.7563352584838867,500,slice,asc_manual
ASC439,Chocolate walnut cookies (Chocolate aur akhrot ke cookies),Prepared Meal,424.8010559082031,47.09653854370117,6.559678077697754,23.622108459472656,1.5449718236923218,30,cookie,asc_manual
ASC440,Chocolate chip cookies,Prepared Meal,425.290283203125,57.979427337646484,5.790704727172852,19.37832260131836,1.0514285564422607,30,cookie,asc_manual
ASC441,Sweet plain biscuit,Prepared Meal,380.7574768066406,50.290096282958984,5.85941743850708,17.666601181030273,1.0718446969985962,30,biscuit,asc_manual
ASC442,Chocolate biscuit,Prepared Meal,379.76165771484375,51.56403350830078,5.8763298988342285,17.09229278564453,1.0128440856933594,30,biscuit,asc_manual
ASC443,Coconut biscuit (Nariyal ke biscuit),Prepared Meal,434.98309326171875,42.90459060668945,5.780740737915039,27.160741806030273,3.6408889293670654,30,biscuit,asc_manual
ASC444,Sweet and salty biscuit (Meethay aur namkeen biscuit),Prepared Meal,407.9567565917969,45.0871467590332,6.153419494628906,22.3854923248291,1.6766839027404785,30,biscuit,asc_manual
ASC445,Peanut biscuit,Prepared Meal,401.0492248535156,46.72406005859375,8.450937271118164,20.408281326293945,2.484375,30,biscuit,asc_manual
ASC446,Pin wheel biscuit,Prepared Meal,404.6002197265625,54.56477737426758,5.399580478668213,18.660795211791992,1.157232642173767,30,biscuit,asc_manual
ASC447,Saffron biscuit (Kesar biscuit),Prepared Meal,458.6100769042969,59.7026481628418,6.047318458557129,22.01123809814453,1.9047033786773682,30,biscuit,asc_manual
ASC448,Masala biscuit,Prepared Meal,393.64215087890625,45.180206298828125,6.061443328857422,20.750205993652344,2.142061948776245,30,biscuit,asc_manual
ASC449,Ice box cookies,Prepared Meal,374.2432861328125,56.09218215942383,5.6988372802734375,14.436914443969727,1.27615225315094,30,cookie,asc_manual
ASC450,Ginger bread man,Prepared Meal,364.99981689453125,60.25521469116211,6.609490871429443,11.006036758422852,1.5980647802352905,30,biscuit,asc_manual
ASC451,Danish cookies,Prepared Meal,475.3273620605469,58.004974365234375,5.3333330154418945,24.915422439575195,1.3731343746185303,30,biscuit,asc_manual
ASC452,Short bread cookies,Prepared Meal,443.0935363769531,64.81565856933594,6.027046203613281,17.98434066772461,1.5715302228927612,30,biscuit,asc_manual
ASC453,Coffee biscuit,Prepared Meal,416.5721740722656,46.553470611572266,6.897576808929443,23.004684448242188,1.58836829662323,30,biscuit,asc_manual
ASC454,Melting moments,Prepared Meal,437.9105224609375,55.835391998291016,5.713255405426025,21.779199600219727,1.883138656616211,30,biscuit,asc_manual
ASC455,Ginger biscuit (Adarak ke biscuit),Prepared Meal,417.90899658203125,58.444786071777344,5.981011390686035,18.305675506591797,1.4885449409484863,30,biscuit,asc_manual
ASC456,Soyabean muthias,Prepared Meal,839.3265991210938,3.7021288871765137,2.4567065238952637,90.44906616210938,1.4698957204818726,134,muthia,asc_manual
ASC457,Soyabean tikki,Prepared Meal,698.1696166992188,4.386415004730225,3.534716844558716,74.01758575439453,2.2043774127960205,166,tikki,asc_manual
ASC458,Soyabean namak paras,Prepared Meal,838.4635620117188,4.6501688957214355,2.650986671447754,89.82512664794922,1.4136135578155518,274,plate,asc_manual
ASC459,Peanut burfi (Moongfali ki burfi),Prepared Meal,550.9937133789062,48.137794494628906,9.311023712158203,36.840946197509766,4.08661413192749,30,burfi,asc_manual
ASC460,Spinach peanut namak paras (Palak moongfali namak paras),Prepared Meal,740.1648559570312,6.616377830505371,1.6543337106704712,78.51103210449219,0.8090153932571411,316,plate,asc_manual
ASC461,Gram flour and semolina chilla/cheela/savory pancake (Besan suji chilla/cheela),Prepared Meal,758.8948364257812,7.632391929626465,2.076328992843628,80.03778839111328,1.3923587799072266,150,cheela,asc_manual
ASC462,Rice moong dal cheela (Chawal aur moong dal ka cheela),Prepared Meal,798.2612915039062,11.127787590026855,2.740994691848755,82.43790435791016,1.184048056602478,146,cheela,asc_manual
ASC463,Split bengal gram sweet rice (Channa dal sweet rice),Prepared Meal,190.21141052246094,41.07227325439453,4.154545307159424,0.6440909504890442,2.2272727489471436,220,plate,asc_manual
ASC464,Sweet poori (Meethi poori),Prepared Meal,782.7457275390625,14.262786865234375,2.118032693862915,79.63114929199219,1.5408196449279785,153,poori,asc_manual
ASC465,Wheat flour and moong dal burfi (Atta aur moong dal ki burfi),Prepared Meal,441.0816955566406,59.99618911743164,9.835238456726074,18.411428451538086,6.019047737121582,30,piece,asc_manual
ASC466,Spinach burfi (Palak burfi),Prepared Meal,121.17243957519531,12.760344505310059,2.707460641860962,6.814060211181641,1.1717361211776733,87,piece,asc_manual
ASC467,Sweet split chickpea roti (Sweet channa dal roti/Puranpoli),Prepared Meal,366.58697509765625,62.66041946411133,9.514519691467285,7.927868843078613,8.159250259399414,53,roti,asc_manual
ASC468,Sprouted moong daliya,Prepared Meal,111.56324768066406,14.772531509399414,2.8050949573516846,4.709778308868408,3.1229429244995117,316,plate,asc_manual
ASC469,Sprouted moong poha,Prepared Meal,192.60342407226562,26.604839324951172,5.592452049255371,6.885891437530518,3.132828712463379,191,plate,asc_manual
ASC470,Pearl millet ladoo (Bajra ladoo),Prepared Meal,319.6562194824219,50.98263168334961,9.61368465423584,8.058947563171387,5.996841907501221,47,ladoo,asc_manual
ASC471,Paushtik ladoo,Prepared Meal,485.8724365234375,60.335357666015625,7.651785850524902,24.982500076293945,4.57357120513916,35,ladoo,asc_manual
ASC472,Paushtik roti,Prepared Meal,149.2551727294922,26.594066619873047,7.168041706085205,1.508170485496521,5.735730171203613,43,roti,asc_manual
ASC473,Semolina carrot vada (Suji gajar vada),Prepared Meal,699.52880859375,6.520737171173096,1.5599077939987183,74.07450103759766,1.0675883293151855,163,vada,asc_manual
ASC474,Dhokla,Prepared Meal,216.48545837402344,30.68433380126953,13.447745323181152,5.283342361450195,4.9464521408081055,40,piece,asc_manual
BFP007,Kashmiri tea (Kehwa),Prepared Meal,24.90366554260254,5.232052803039551,0.1741410195827484,0.5063420534133911,0.15692248940467834,257,tea cup,bfp_manual
BFP008,Steeped hot coffee,Prepared Meal,15.908044815063477,3.0103960037231445,0.38663366436958313,0.33267325162887573,,202,tea cup,bfp_manual
BFP011,Hot chocolate,Prepared Meal,90.00577545166016,9.018110275268555,3.429396390914917,4.611023902893066,,190,tea cup,bfp_manual
BFP013,Cold coffee (with cream),Prepared Meal,82.76406860351562,11.983233451843262,1.9341317415237427,3.289820432662964,,251,tall glass,bfp_manual
BFP015,Banana milkshake with ice cream (Kele ka milkshake ice cream ke saath),Prepared Meal,76.44817352294922,11.153529167175293,2.01411771774292,2.77117657661438,0.2688235342502594,340,tall glass,bfp_manual
BFP019,Flavoured milkshake,Prepared Meal,66.77578735351562,8.646315574645996,2.0589473247528076,2.8294737339019775,,285,tall glass,bfp_manual
BFP024,Jal jeera,Prepared Meal,30.240806579589844,6.700246334075928,0.43786653876304626,0.25982123613357544,0.952431321144104,140,juice glass,bfp_manual
BFP026,Gingo,Prepared Meal,48.01787185668945,12.418608665466309,0.13628865778446198,0.059364259243011475,0.16749140620231628,291,tall glass,bfp_manual
BFP027,Mintade,Prepared Meal,40.32213592529297,10.594780921936035,0.033421050757169724,0.023464912548661232,0.025833332911133766,500,glass,bfp_manual
BFP029,Canjee,Prepared Meal,6.614322185516357,0.4361233413219452,0.24410180747509003,0.4234459102153778,0.3596671521663666,170,glass,bfp_manual
BFP030,Cauliflower canjee (Phoolgobhi ki canjee),Prepared Meal,6.896761417388916,0.34624359011650085,0.38903406262397766,0.42281848192214966,0.4940737187862396,179,glass,bfp_manual
BFP031,Potato canjee (Aloo canjee),Prepared Meal,16.263832092285156,2.68544602394104,0.43521127104759216,0.38843363523483276,0.4271446764469147,195,glass,bfp_manual
BFP036,Vermicelli porridge (Semiya/Seviyan porridge),Prepared Meal,78.3978271484375,10.564943313598633,2.4965951442718506,2.982597589492798,0.48171499371528625,397,bowl,bfp_manual
BFP039,Semolina upma (Suji/Rava upma),Prepared Meal,147.8926239013672,16.312658309936523,3.3008673191070557,7.4932708740234375,3.2424237728118896,106,bowl,bfp_manual
BFP040,Vermicelli upma (Semiya/Seviyan upma),Prepared Meal,149.1072540283203,16.875455856323242,3.1107585430145264,7.446214199066162,3.21042537689209,106,bowl,bfp_manual
BFP041,Rice upma,Prepared Meal,151.26658630371094,17.955875396728516,2.628898859024048,7.457507610321045,2.1168298721313477,106,bowl,bfp_manual
BFP042,Bread upma,Prepared Meal,129.51344299316406,12.59895133972168,2.7964203357696533,7.749258518218994,1.9587196111679077,106,bowl,bfp_manual
BFP043,Vegetable upma,Prepared Meal,146.46817016601562,16.45557403564453,4.727303981781006,6.6315436363220215,4.188104152679443,236,plate,bfp_manual
BFP044,Poha,Prepared Meal,294.5255126953125,35.047969818115234,6.085385799407959,14.138228416442871,3.7158710956573486,55,bowl,bfp_manual
BFP045,Vegetable poha,Prepared Meal,180.51585388183594,21.520601272583008,4.88825798034668,8.069046020507812,3.764533281326294,98,bowl,bfp_manual
BFP046,Moong dal stuffed cheela/chilla (Moong dal ka cheela/chilla),Prepared Meal,154.88502502441406,19.423521041870117,6.9737772941589355,5.1147565841674805,4.251524448394775,227,cheela,bfp_manual
BFP047,Paneer stuffed cheela/chilla,Prepared Meal,205.18930053710938,19.159791946411133,11.436202049255371,8.886109352111816,4.02839469909668,212,cheela,bfp_manual
BFP052,Indian style egg bhujia (Anda bhujia (Indian style)),Prepared Meal,102.83442687988281,3.7618134021759033,6.096826553344727,7.019655227661133,1.53493332862854,126,small bowl,bfp_manual
BFP054,French omelette/omlet,Prepared Meal,211.03948974609375,0.41132351756095886,10.030881881713867,18.85691261291504,0.3808823525905609,68,egg,bfp_manual
BFP055,Puffy omelette/omlet,Prepared Meal,188.14869689941406,0.07894736528396606,8.815789222717285,16.835525512695312,,76,egg,bfp_manual
BFP056,Orange omelette/omlet,Prepared Meal,194.66184997558594,1.6776316165924072,8.934210777282715,16.835525512695312,,76,egg,bfp_manual
BFP057,Cheese and mushroom omelette/omlet,Prepared Meal,205.62684631347656,1.6825780868530273,9.69140625,17.819297790527344,0.9312500357627869,128,egg,bfp_manual
BFP058,Spanish omelette/omlet,Prepared Meal,157.44740295410156,5.1000657081604,8.250065803527832,11.439275741577148,2.541973829269409,152,egg,bfp_manual
BFP059,Mixed stock,Prepared Meal,25.192527770996094,0.332087904214859,2.0648350715637207,1.7134065628051758,0.14571428298950195,500,cup,bfp_manual
BFP060,Meat stock,Prepared Meal,24.482759475708008,,2.1034481525421143,1.7758620977401733,,500,cup,bfp_manual
BFP062,White stock,Prepared Meal,6.987189769744873,0.39895424246788025,0.06797385960817337,0.5558170080184937,0.1733333319425583,500,cup,bfp_manual
BFP065,Meat consomme (with mutton),Prepared Meal,29.764188766479492,0.5090901851654053,14.858928680419922,13.677584648132324,0.7074366807937622,500,bowl,bfp_manual
BFP066,Consomme au julienne,Prepared Meal,27.762632369995117,1.491213083267212,12.492985725402832,10.657533645629883,1.383997917175293,500,bowl,bfp_manual
BFP067,Consomme au vermicelli,Prepared Meal,29.944137573242188,1.3008853197097778,15.231201171875,12.981599807739258,0.8061732649803162,500,bowl,bfp_manual
BFP072,Green pea soup (Matar ka soup),Prepared Meal,39.80643081665039,3.632769823074341,11.064568519592285,12.895628929138184,2.4928057193756104,500,bowl,bfp_manual
BFP073,Spinach soup (Palak ka soup),Prepared Meal,32.59222412109375,3.0258355140686035,10.53670883178711,14.2641019821167,1.9785419702529907,500,bowl,bfp_manual
BFP074,Mixed vegetable soup,Prepared Meal,35.70974349975586,2.948354959487915,8.2156343460083,11.661970138549805,1.6370433568954468,441,bowl,bfp_manual
BFP075,Cheese soup,Prepared Meal,41.13197326660156,1.8684245347976685,12.38849925994873,17.071733474731445,1.7953871488571167,445,bowl,bfp_manual
BFP076,Mulligatawny soup,Prepared Meal,54.42295837402344,8.236784934997559,11.264935493469238,13.276717185974121,2.5955166816711426,349,bowl,bfp_manual
BFP079,Cream of carrot soup,Prepared Meal,59.76658248901367,5.6875762939453125,8.274369239807129,12.351938247680664,1.9785246849060059,466,bowl,bfp_manual
BFP080,Cream of broccoli soup,Prepared Meal,56.142276763916016,3.7204384803771973,8.969630241394043,12.746293067932129,1.8875502347946167,461,bowl,bfp_manual
BFP082,Cream of potato soup,Prepared Meal,60.20338439941406,6.142794132232666,8.100199699401855,12.049994468688965,1.5147693157196045,476,bowl,bfp_manual
BFP087,Almond soup (Badam ka soup),Prepared Meal,78.65080261230469,3.682903528213501,10.130523681640625,13.798742294311523,0.9056499004364014,477,bowl,bfp_manual
BFP088,Cold cucumber cream soup,Prepared Meal,11.876679420471191,1.7591111660003662,0.3364967405796051,0.3370457589626312,0.7309281229972839,383,bowl,bfp_manual
BFP089,Cold tomato soup,Prepared Meal,16.904006958007812,0.5917668342590332,0.11340618878602982,1.557085633277893,0.16087432205677032,275,bowl,bfp_manual
BFP090,Chicken stew,Prepared Meal,127.54557800292969,4.441752910614014,7.192839622497559,8.912235260009766,1.8176558017730713,297,bowl,bfp_manual
BFP091,Veg paneer stew,Prepared Meal,145.5452117919922,10.215227127075195,6.984574794769287,8.407440185546875,3.078566789627075,237,bowl,bfp_manual
BFP108,Onion-green chilli parantha/paratha (Pyaaz aur hari mirch ka parantha/paratha),Prepared Meal,191.2708282470703,26.3702449798584,4.371401786804199,7.2689714431762695,5.162296772003174,76,parantha,bfp_manual
BFP110,Methi parantha/paratha,Prepared Meal,148.36228942871094,22.191102981567383,4.271204471588135,4.344996452331543,5.089674949645996,91,parantha,bfp_manual
BFP114,Bathua poori,Prepared Meal,598.79443359375,13.852322578430176,2.352811813354492,59.13740539550781,1.8711491823196411,91,poori,bfp_manual
BFP115,Gram flour poori (Besan poori),Prepared Meal,697.6649169921875,10.934513092041016,2.5867257118225098,71.51268005371094,1.9362832307815552,75,poori,bfp_manual
BFP116,Beetroot poori (Chukandar ki poori),Prepared Meal,527.6575927734375,12.288643836975098,1.9128886461257935,52.177677154541016,1.3979922533035278,103,poori,bfp_manual
BFP117,Peas poori (Matar ki poori),Prepared Meal,592.8313598632812,14.9174222946167,3.036515474319458,57.69212341308594,2.252983331680298,84,poori,bfp_manual
BFP118,Peas kachori (Matar kachori),Prepared Meal,584.683349609375,13.247672080993652,3.213043212890625,57.50550842285156,2.0310518741607666,108,kachori,bfp_manual
BFP122,Pizza,Prepared Meal,146.772705078125,9.942834854125977,6.848748683929443,8.723817825317383,1.7065834999084473,297,slice,bfp_manual
BFP124,Bacon and mushroom pancake,Prepared Meal,157.6691436767578,8.468841552734375,6.820419788360596,10.602088928222656,1.5865178108215332,122,pancake,bfp_manual
BFP125,Cheese and tomato pancake,Prepared Meal,147.38526916503906,10.66385555267334,5.1456990242004395,9.283824920654297,1.057777762413025,110,pancake,bfp_manual
BFP127,Minced meat pancake (with chicken),Prepared Meal,116.04132080078125,8.177068710327148,12.012725830078125,10.47835636138916,0.7017265558242798,134,pancake,bfp_manual
BFP132,Eggplant/Brinjal rice (Vangi bhat),Prepared Meal,184.79580688476562,31.739519119262695,5.278867244720459,3.67387318611145,4.435964584350586,291,plate,bfp_manual
BFP133,Kashmiri 'tahar',Prepared Meal,98.20726776123047,19.108060836791992,1.951994776725769,1.3652318716049194,0.9758060574531555,326,plate,bfp_manual
BFP134,Cumin pulao (Jeera/Zeera pulao),Prepared Meal,135.24134826660156,23.61042594909668,2.472125768661499,3.19645094871521,1.3994455337524414,271,plate,bfp_manual
BFP136,Peas pulao (Matar pulao),Prepared Meal,108.86902618408203,18.41572380065918,3.893981695175171,1.9029138088226318,3.212470769882202,472,plate,bfp_manual
BFP137,Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao),Prepared Meal,116.52501678466797,19.720027923583984,3.600520610809326,2.296186923980713,3.1590065956115723,442,plate,bfp_manual
BFP138,Black channa pulao/ Bengal gram pulao (Kale chane ka pulao),Prepared Meal,125.51226806640625,21.55298614501953,3.436180353164673,2.5780675411224365,2.693915367126465,397,plate,bfp_manual
BFP141,Mutton pulao,Prepared Meal,130.77203369140625,11.260220527648926,6.517856121063232,10.780278205871582,1.6508136987686157,500,plate,bfp_manual
BFP142,Chicken pulao,Prepared Meal,108.24070739746094,11.167526245117188,6.0749030113220215,8.476006507873535,1.6372241973876953,500,plate,bfp_manual
BFP143,Mexican rice,Prepared Meal,120.56631469726562,14.21426010131836,4.623010635375977,4.88023042678833,1.641403317451477,500,plate,bfp_manual
BFP144,Plain khitchdi (Plain khichri/khichdi),Prepared Meal,57.03049850463867,10.041864395141602,1.7178136110305786,1.0063414573669434,0.8483797907829285,500,small bowl,bfp_manual
BFP147,Instant idli (with semolina),Prepared Meal,247.28704833984375,43.40259552001953,9.164912223815918,3.6070773601531982,7.125243186950684,35,idli,bfp_manual
BFP148,Plain dosa,Prepared Meal,380.9057922363281,64.07878875732422,10.336366653442383,8.430865287780762,5.229584693908691,36,dosa,bfp_manual
BFP150,Masala dosa mixed vegetable fillings,Prepared Meal,144.53289794921875,23.01639175415039,4.835011959075928,3.2575178146362305,4.312078952789307,277,dosa,bfp_manual
BFP151,Masala dosa paneer fillings,Prepared Meal,243.11558532714844,29.755115509033203,10.308577537536621,8.843331336975098,3.1149590015411377,197,dosa,bfp_manual
BFP152,Uttapam,Prepared Meal,255.94635009765625,36.27714920043945,6.183180332183838,9.028703689575195,4.395711898803711,68,uttapam,bfp_manual
BFP153,Appam,Prepared Meal,267.6977233886719,13.279373168945312,3.1196720600128174,22.629667282104492,6.1931233406066895,153,appam,bfp_manual
BFP154,Beans and macaroni,Prepared Meal,136.08233642578125,14.242497444152832,4.583008766174316,7.014297008514404,2.04951810836792,254,plate,bfp_manual
BFP155,Spaghetti bolognese,Prepared Meal,97.42620849609375,10.04308032989502,9.350064277648926,9.51491641998291,1.0784796476364136,374,shallow dish,bfp_manual
BFP157,Meat and macaroni casserole,Prepared Meal,161.5495147705078,16.12368392944336,9.14674186706543,10.167915344238281,1.1870911121368408,400,small casserole dish,bfp_manual
BFP158,Spaghetti with meat balls and tomato sauce,Prepared Meal,158.12681579589844,10.457764625549316,5.606260776519775,10.640101432800293,1.1148855686187744,500,shallow dish,bfp_manual
BFP159,Spaghetti with paneer balls and tomato sauce,Prepared Meal,158.5359649658203,12.724629402160645,3.9538655281066895,10.437604904174805,1.2498105764389038,496,shallow dish,bfp_manual
BFP161,Lasagne with meat sauce,Prepared Meal,63.37648010253906,5.382512092590332,2.9015865325927734,3.434756278991699,0.47311463952064514,500,dish,bfp_manual
BFP162,Lasagne with vegetables,Prepared Meal,49.22756576538086,5.904449462890625,1.7051101922988892,2.160186529159546,0.6633665561676025,500,dish,bfp_manual
BFP165,Home made egg noodles,Prepared Meal,240.8446044921875,42.92109680175781,6.546877384185791,4.3736162185668945,1.59502112865448,225,curry bowl,bfp_manual
BFP170,Sour lentils (Khatti dal),Prepared Meal,34.78679656982422,6.039076805114746,2.215777635574341,0.12412714958190918,1.222334861755371,363,curry bowl,bfp_manual
BFP171,Urad special dehusked,Prepared Meal,69.43492889404297,8.86236572265625,3.1402227878570557,2.168675422668457,2.5015289783477783,266,curry bowl,bfp_manual
BFP172,Arhar with spinach (Arhar dal aur palak),Prepared Meal,52.837005615234375,4.765925884246826,2.0510432720184326,2.755333662033081,1.2950642108917236,403,curry bowl,bfp_manual
BFP174,Moong dal with vadi,Prepared Meal,24.078964233398438,0.995238184928894,0.39708638191223145,2.048027276992798,0.3938679099082947,362,curry bowl,bfp_manual
BFP176,Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),Prepared Meal,26.740537643432617,3.369755506515503,1.13163161277771,0.8818190693855286,1.5956131219863892,390,curry bowl,bfp_manual
